"none","Tair","SW","VPD","SWC","lon","lat","lon_adj","SIF","Tair_ori","SW_ori","VPD_ori","SWC_ori","WI","Land_Cover"
0.34897804433262,-0.0694533346572085,0.110630217531846,-0.00686402858914952,-0.0667988396626162,-68.25,-54.25,-68.25,0.316711872816086,3.82214733668224,127.180334297931,1.87370681762695,24.2874681949615,0.582588076591492,"DBF"
0.34897805202659,-0.102849815101874,0.0898368837139548,-0.0386114038062011,-0.0634298646495187,-67.75,-54.25,-67.75,0.328682273626328,4.82614929935932,130.144435934454,2.36977195739746,25.7445216178894,0.550694286823273,"GRA"
0.348978064071143,-0.113089070634919,0.0436321506108186,0.00426132039010535,0.0727406243737745,-67.25,-54.25,-67.25,0.356661885976791,5.52948757267853,132.970519534687,2.50252509117126,36.2410187721252,0.569387257099152,"GRA"
0.34897806808075,-0.138437698172173,0.0244326778274704,-0.0218992632065417,0.0610339672550653,-68.75,-53.75,-68.75,0.27503702044487,5.09728351922661,127.955864216134,2.31844162940979,36.3019287586212,0.590849637985229,"GRA"
0.348978075236212,-0.119089262021819,0.0378721850494401,0.0193508139266298,0.107907601163121,-68.25,-53.75,-68.25,0.394490987062454,5.92545091357391,133.647465141255,2.81918835639954,51.0890364646912,0.473666191101074,"GRA"
0.348978086184523,-0.137225127725896,0.00373011140350402,0.00639291599580105,0.0872261727865906,-69.25,-53.25,-69.25,0.308785200119019,6.24087933767697,127.239484884912,2.65229940414429,54.1554927825928,0.565974593162537,"GRA"
0.3489780854737,-0.147710311383344,0.00268012413793792,0.00674832888235419,0.0956637912052664,-68.75,-53.25,-68.75,0.416450440883636,6.46235035885576,132.576182288143,2.87707757949829,48.3408212661743,0.490739464759827,"GRA"
0.348978090845798,-0.152846931939242,-0.0266239436310222,0.0111715491484254,0.107838486626209,-68.75,-52.75,-68.75,0.289230465888977,6.74556481624194,135.947765746096,3.04830551147461,49.6595978736877,0.391506344079971,"GRA"
0.348978080496666,-0.128851276062156,-0.020641816247843,-0.0323001316474975,0.0470772681414878,-71.25,-52.25,-71.25,0.207477420568466,5.20869015412262,128.363346037563,2.36379384994507,36.779659986496,0.531854510307312,"GRA"
0.348978070696906,-0.136943550197965,0.0229872148889306,0.000597837334914308,0.121336486111907,-70.75,-52.25,-70.75,0.185251370072365,5.36036424741474,130.775375528925,2.70249032974243,49.6375143527985,0.436695069074631,"GRA"
0.348978085105495,-0.148660006768437,-0.00113015363898332,0.00642961495280567,0.10287107829822,-70.25,-52.25,-70.25,0.239280194044113,6.03819979708311,131.018550164294,3.01018643379211,53.2041370868683,0.383089303970337,"GRA"
0.348978105752221,-0.179069338234356,-0.0222890586452255,-0.0163720714888529,0.0620659636486281,-69.75,-52.25,-69.75,0.192541688680649,6.49187982834627,131.932098118788,3.33602213859558,50.5860805511475,0.360417634248734,"GRA"
0.348978062891283,-0.120900126858615,0.0302808575828702,0.0062903843040097,0.0919035310614975,-71.75,-51.75,-71.75,0.358384788036346,5.14560446930199,130.821381541022,2.30761528015137,41.5356904268265,0.491667181253433,"GRA"
0.348978084757174,-0.148280191620404,-0.0556323902883018,-0.00489924302002262,0.0461229310298853,-71.25,-51.75,-71.25,0.185418397188187,5.32949252931104,136.348675280082,2.72464299201965,35.7358545064926,0.354766726493835,"GRA"
0.34897808887287,-0.178389393666834,-0.0945165486004228,-0.0247525998179388,0.0183351625943339,-70.75,-51.75,-70.75,0.0668810084462166,6.04222654292272,138.425518111881,3.15916013717651,32.5947165489197,0.282603889703751,"GRA"
