"Tair","SW","VPD","SWC","Landcover","Site_ID","GPP"
34.36,974,31.239,8.9,"SAV",36,8.69475
32.65,924,38.97,5,"OSH",42,1.29837
25.96,525,27.506,2.6,"SAV",3,3.51323
30.15,825,20.548,6.1,"WSA",7,15.9265
28.42,965.208,34.15,10.3,"WSA",40,7.94417
32.29,207.4,29.45,5.25,"WSA",39,3.95781
28.81,1083,36.9,3,"OSH",42,0.794272
29.89,298,21.509,4,"SAV",6,6.07833
27.6,459,8.496,6,"SAV",6,16.4397
23.9,81.174,5.489,16.118,"CSH",31,1.99763
24.02,619.76,12.103,21.75,"CSH",31,5.81303
33.16,929,28.938,6.8,"SAV",5,16.1299
27.93,832.007,29.58,7.2,"WSA",40,13.8714
31.7,246,26.185,7,"WSA",7,6.52454
17.79,502,12.632,4,"SAV",6,10.0438
26.77,284,5.981,9.8,"SAV",5,13.6405
18.88,625,12.871,3.4,"SAV",3,7.48292
35.28,801,39.982,6.4,"WSA",7,6.98287
