"Tair","SW","VPD","SWC","Landcover","Site_ID","GPP"
20.94,256.733,10.056,26.853,"GRA",17,14.1275
27.134,938.27,17.473,33.498,"GRA",14,31.0992
30.98,678,14.364,10.7,"GRA",4,26.6634
19.467,89.122,6.967,37.69,"GRA",12,9.31829
19.901,926.43,9.97,51.749,"GRA",14,43.2152
14.3,522.6,5.21,45.6,"GRA",37,19.7976
17.506,787.093,10.478,33.673,"GRA",1,37.2735
14.197,492.22,7.671,43.784,"GRA",14,26.2459
28.07,912,19.285,30.7,"GRA",15,19.2109
8.572,726.04,6.076,56.761,"GRA",12,24.299
13.211,446.75,7.22,17.107,"GRA",41,14.9347
11.077,915.25,6.54,58.315,"GRA",12,31.0222
25.16,289.2,14.779,33.2,"GRA",15,11.2063
26.48,512.8,18.63,37.7,"GRA",15,30.3856
18.444,937.78,12.553,38.233,"GRA",14,34.4284
15.9,854,10.18,33.6,"GRA",37,20.0835
28.1,865,21.92,30.8,"GRA",37,27.6019
26.1,307.7,18.54,32.701,"GRA",37,16.3416
24.904,452.16,20.631,33.656,"GRA",12,12.122
22.993,953.333,13.379,35.737,"GRA",17,30.3784
17.42,1013.5,5.306,34.442,"GRA",30,30.568
28.79,554,9.896,16.5,"GRA",4,24.6701
32.66,565,21.226,24.5,"GRA",8,8.19586
16.757,882.97,7.002,42.645,"GRA",14,21.446
18.52,531.3,10.076,32.01,"GRA",17,10.0313
15.996,360.344,11.727,31.531,"GRA",1,20.6234
24.06,267.479,18.08,6.92,"GRA",38,7.51677
14.763,549.367,6.015,33.57,"GRA",17,23.0461
26.42,910.963,19.633,40.55,"GRA",17,30.5966
22.22,524.35,10.719,24,"GRA",1,19.5876
14.044,885.73,7.28,16.636,"GRA",41,22.3304
15.746,790.91,8.556,57.03,"GRA",12,39.4952
11.8,359.4,6.784,36.07,"GRA",27,2.52611
13.948,671.276,5.31,32.282,"GRA",1,35.2239
24.109,174.678,14.87,30.828,"GRA",1,22.5376
12.327,709.52,5.442,56.774,"GRA",30,15.9079
9.4,270.8,6.135,35.41,"GRA",27,1.67167
38.5,803,57.184,18.6,"GRA",8,9.55784
31.2,398,19.09,17.7,"GRA",8,13.9622
21.55,875.36,7.568,43.241,"GRA",14,26.5911
29.78,797,26.822,23.8,"GRA",8,7.10566
24.577,385.2,14.27,26.937,"GRA",17,16.4108
22.78,311.34,15.008,30,"GRA",1,29.7457
26.05,333,6.07,24.7,"GRA",8,6.77527
18.375,162.42,12.844,56.039,"GRA",12,12.7155
27.23,264.2,24,13.976,"GRA",41,7.66613
28.99,990,25.628,21.6,"GRA",8,8.52906
17.297,453.867,9.548,32.27,"GRA",17,25.0612
23.8,524.6,14.3,37.3,"GRA",37,19.8521
22.38,461.5,6.496,31.5,"GRA",15,29.4982
11.97,301.6,5.335,42.7,"GRA",15,7.33546
17.98,936.33,11.518,26.52,"GRA",17,27.6595
19.7,458.4,13.25,35.3,"GRA",37,8.52142
23.39,693.9,10.37,21,"GRA",43,9.39635
18.068,297.578,6.054,36.511,"GRA",30,25.8005
17.85,813,11.146,38.325,"GRA",15,28.037
34.73,840,28.812,12.6,"GRA",4,26.5306
19.36,67.3,11.237,19.93,"GRA",17,4.01555
8.116,627.59,7.05,50.11,"GRA",30,16.9691
12.84,975,5.02,30.249,"GRA",33,21.1273
10.42,328.7,5.78,54.759,"GRA",30,16.7234
18.237,900.89,8.122,57.797,"GRA",12,36.2409
21.129,186.49,14.392,44.218,"GRA",12,6.80806
11.1,559.1,6.213,39.142,"GRA",27,3.69333
16.011,601.7,12.59,14.178,"GRA",41,18.1381
23.13,821,14.295,35.875,"GRA",15,28.1739
19.73,50.39,5.865,29.325,"GRA",15,4.49763
15.956,223.53,7.391,41.198,"GRA",30,9.21544
24.3,402.5,18.7,37.7,"GRA",37,17.4398
17.467,461.48,7.19,46.348,"GRA",30,16.875
24.38,545.9,18.365,46.075,"GRA",15,26.6274
16.45,212.9,6.939,38.85,"GRA",15,12.2237
8.43,531.94,5.003,58.53,"GRA",12,23.3182
12.39,528.17,9.125,34,"GRA",1,22.876
19.123,733.87,9.814,50.715,"GRA",30,19.3652
8.734,464.36,7.124,49.897,"GRA",30,11.097
21.981,383.483,9.33,31.447,"GRA",16,11.5049
14.14,493.7,5.353,27.05,"GRA",15,20.9004
27.87,804,20.102,28.625,"GRA",15,23.5654
15.61,311.533,5.654,33.663,"GRA",17,8.76835
14.61,392.7,5.531,32.494,"GRA",33,11.1322
26.464,955.16,17.631,57.369,"GRA",12,10.8744
14.33,705.43,5.795,41.32,"GRA",30,17.3722
22.417,734.943,11.195,22.542,"GRA",1,9.51749
11.59,426.87,8.1,33.68,"GRA",17,13.6377
31.66,918,16.795,11.6,"GRA",4,33.9312
20.28,588.12,9.46,34.46,"GRA",17,16.8394
24.9,631.2,5.22,46.2,"GRA",37,29.3922
19.95,390.65,5.707,53.352,"GRA",12,17.4002
13.21,651.45,5.39,18.029,"GRA",41,24.0234
20.637,73.79,12.606,22.07,"GRA",17,4.91803
26.21,57,6.468,14.7,"GRA",4,1.36212
18.817,870.93,7.642,46.509,"GRA",30,23.4981
18.567,227.773,10.489,31.364,"GRA",16,18.7161
24.4,432.1,11.36,42,"GRA",37,14.1696
17.33,690.2,7.958,25.25,"GRA",15,22.9195
24,342.6,6.57,35.1,"GRA",37,15.8577
19.25,482.38,10.734,38.2,"GRA",17,17.7718
19.988,623.01,7.637,41.596,"GRA",30,22.7705
24.014,679.68,17.938,24.528,"GRA",1,29.4601
16.396,165.83,7.46,21.61,"GRA",41,7.39823
16.884,495.42,9.565,37.584,"GRA",14,15.746
25.493,295.89,14.356,25.685,"GRA",14,21.0615
