"Tair","SW","VPD","SWC","Landcover","Site_ID","GPP"
28.96,836.522,24.73,5.72,"GRA",38,12.4797
24.04,495,15.259,6.4,"GRA",4,9.2535
28.22,575.7,26.33,9,"GRA",43,4.84986
24.524,994.04,21.33,6.214,"GRA",41,5.02452
27.18,427,9.01,6.1,"GRA",4,12.5696
28.943,660.61,30.7,7.507,"GRA",41,3.21895
25.17,911.339,15.25,12,"GRA",43,11.4446
15.531,586.48,11.25,9.698,"GRA",41,12.2552
25.78,623,13.607,7,"GRA",4,11.123
24.03,484,25.73,6,"GRA",43,2.93366
18.152,387.813,8.777,9.998,"GRA",33,11.6679
8.07,187.913,5.27,4.74,"GRA",38,0.917683
12.3,943,7.161,28.343,"GRA",33,17.9758
26.9,468.9,14.42,14.2,"GRA",37,10.7871
21.42,242,14.039,8.2,"GRA",8,5.04482
31.65,415.2,33.73,12,"GRA",43,5.25916
27.78,441,30.235,6.3,"GRA",8,3.04704
35.15,376,39.696,14.6,"GRA",8,4.93336
28.25,541,11.509,6.1,"GRA",4,12.5053
32.32,891,26.15,8.5,"GRA",8,4.91742
30.73,853.044,36.77,5.09,"GRA",38,8.60523
27.59,774.333,20.78,4,"GRA",43,1.25926
25.029,323.68,27.14,7.624,"GRA",41,8.21606
29.9,58,32.071,14.1,"GRA",8,1.0704
26.6,812,20.74,15.2,"GRA",37,14.4588
20.74,665.6,12.78,13,"GRA",43,6.82204
16.77,1010,5.834,28.339,"GRA",33,24.8486
26.3,718,22.64,29.7,"GRA",37,15.6192
38.73,326,60.653,10.3,"GRA",8,4.67122
26.7,220.7,23.5,14.7,"GRA",37,7.84005
25.6,1007.76,16.66,6,"GRA",43,0.685106
35.51,208,38.757,13.2,"GRA",8,3.33873
32.18,935.652,32.54,4.1,"GRA",38,15.9522
26.42,420.957,15.46,5.72,"GRA",38,11.846
19.372,741.95,10.35,8.605,"GRA",41,16.9368
24.33,461,19.788,10.1,"GRA",8,5.9597
30.3,417,16.839,13.3,"GRA",8,3.89394
12.49,605.8,6.486,21.89,"GRA",33,11.2668
27.91,995,24.92,11,"GRA",43,6.81465
15.473,1005.05,5.293,11.921,"GRA",33,26.0193
13.49,546.3,7.038,28.484,"GRA",33,9.09003
29.98,755,36.034,9.8,"GRA",8,6.5962
24.961,406.21,25.17,9.101,"GRA",41,5.31271
32.98,1002,39.704,13.5,"GRA",8,9.56997
18.222,157.77,10.593,18.22,"GRA",17,9.67804
25.91,863.76,19.679,9,"GRA",1,16.029
19.342,992.77,11.88,9.257,"GRA",41,7.08861
16.625,316.28,7.64,8.742,"GRA",41,10.5473
19.3,743,10.81,25.4,"GRA",37,16.5226
30.84,664.6,38.08,12,"GRA",43,3.23265
31.95,1073.04,43.38,2.89,"GRA",38,1.70355
